Sr No,Sku,Date,Event Type,From Facility,To Facility,Qty,Good Stock Opening,Good Stock Closing,Bad Stock Opening,Bad Stock Closing,Entity,Object,Action,User
1376,Bajaj-260023-Rx7,15-02-2021 13:40:38,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003575,Stock reduced for shipped order Offline Sale00003575,akshayjoshi5423@gmail.com
1377,X000RZ21KD,15-02-2021 13:40:38,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003575,Stock reduced for shipped order Offline Sale00003575,akshayjoshi5423@gmail.com
1378,MORP-RICH-N-EUROPA-800W-ESPRE-CAPPUCCINO-4-CUP-COFFEE-MAKER-BLK,15-02-2021 13:40:38,Reduce Stock,All defective,,5,13,8,0,0,Order,Offline Sale00003575,Stock reduced for shipped order Offline Sale00003575,akshayjoshi5423@gmail.com
1379,150768,15-02-2021 13:40:38,Reduce Stock,All defective,,2,4,2,0,0,Order,Offline Sale00003575,Stock reduced for shipped order Offline Sale00003575,akshayjoshi5423@gmail.com
1380,Baj-ICX-Pearl-Induc-Cooker,15-02-2021 13:40:38,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003575,Stock reduced for shipped order Offline Sale00003575,akshayjoshi5423@gmail.com
1381,BAJ-670015-KTX-15-KET,15-02-2021 13:40:38,Reduce Stock,All defective,,4,4,0,0,0,Order,Offline Sale00003575,Stock reduced for shipped order Offline Sale00003575,akshayjoshi5423@gmail.com
1382,Baj-1-2-ele-ket-Blk-silv,15-02-2021 13:40:38,Reduce Stock,All defective,,2,3,1,0,0,Order,Offline Sale00003575,Stock reduced for shipped order Offline Sale00003575,akshayjoshi5423@gmail.com
1383,Real-buds-air-neo-blu-tru-wir-hea-Wht,15-02-2021 13:45:24,Stock Blocked,All defective,,2,11,11,0,0,Order,Offline Sale00003576,Stock blocked for new order Offline Sale00003576,akshayjoshi5423@gmail.com
1384,UI-K2A1-GKRP,15-02-2021 13:45:24,Stock Blocked,All defective,,2,3,3,0,0,Order,Offline Sale00003576,Stock blocked for new order Offline Sale00003576,akshayjoshi5423@gmail.com
1385,1319,15-02-2021 13:45:24,Stock Blocked,All defective,,4,7,7,0,0,Order,Offline Sale00003576,Stock blocked for new order Offline Sale00003576,akshayjoshi5423@gmail.com
1386,Pana-SR-WA10-2.7,15-02-2021 13:45:24,Stock Blocked,All defective,,1,2,2,0,0,Order,Offline Sale00003576,Stock blocked for new order Offline Sale00003576,akshayjoshi5423@gmail.com
1387,X001A92FBP,15-02-2021 13:45:24,Stock Blocked,All defective,,1,1,1,0,0,Order,Offline Sale00003576,Stock blocked for new order Offline Sale00003576,akshayjoshi5423@gmail.com
1388,ED-XH8V-N4Q0,15-02-2021 13:45:24,Stock Blocked,All defective,,1,1,1,0,0,Order,Offline Sale00003576,Stock blocked for new order Offline Sale00003576,akshayjoshi5423@gmail.com
1389,BAJ-680012-RCX-3-RICE-COK,15-02-2021 13:45:24,Stock Blocked,All defective,,1,1,1,0,0,Order,Offline Sale00003576,Stock blocked for new order Offline Sale00003576,akshayjoshi5423@gmail.com
1390,ED-XH8V-N4Q0,15-02-2021 13:46:01,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003576,Stock reduced for shipped order Offline Sale00003576,akshayjoshi5423@gmail.com
1391,UI-K2A1-GKRP,15-02-2021 13:46:01,Reduce Stock,All defective,,2,3,1,0,0,Order,Offline Sale00003576,Stock reduced for shipped order Offline Sale00003576,akshayjoshi5423@gmail.com
1392,BAJ-680012-RCX-3-RICE-COK,15-02-2021 13:46:01,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003576,Stock reduced for shipped order Offline Sale00003576,akshayjoshi5423@gmail.com
1393,1319,15-02-2021 13:46:01,Reduce Stock,All defective,,4,7,3,0,0,Order,Offline Sale00003576,Stock reduced for shipped order Offline Sale00003576,akshayjoshi5423@gmail.com
1394,Real-buds-air-neo-blu-tru-wir-hea-Wht,15-02-2021 13:46:01,Reduce Stock,All defective,,2,11,9,0,0,Order,Offline Sale00003576,Stock reduced for shipped order Offline Sale00003576,akshayjoshi5423@gmail.com
1395,Pana-SR-WA10-2.7,15-02-2021 13:46:01,Reduce Stock,All defective,,1,2,1,0,0,Order,Offline Sale00003576,Stock reduced for shipped order Offline Sale00003576,akshayjoshi5423@gmail.com
1396,X001A92FBP,15-02-2021 13:46:01,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003576,Stock reduced for shipped order Offline Sale00003576,akshayjoshi5423@gmail.com
1397,Baj-Mixer-GX8-DLX-750W,15-02-2021 13:57:18,Return Stock,All defective,,16,0,16,0,0,Sales Return,RTN257272,Stock returned for sales return RTN257272,akshayjoshi5423@gmail.com
1398,BAJ-MIX-GRD-REX-500W,15-02-2021 14:30:03,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,34,34,Order,OD121025405021037000/12102540502103700,Stock blocked for new order OD121025405021037000/12102540502103700,
1399,BAJ-MIX-GRD-REX-500W,15-02-2021 15:00:04,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,34,34,Order,OD121025451247329000/12102545124732900,Stock blocked for new order OD121025451247329000/12102545124732900,
1400,WCHD4-1124,15-02-2021 17:54:04,Reduce Stock,Flipkart_smart fullfilment,,1,1,0,0,0,Order,OD121014514652522000/12101451465252200,Stock reduced for shipped order OD121014514652522000/12101451465252200,
1401,B110(BLACK),15-02-2021 17:54:04,Reduce Stock,Flipkart_smart fullfilment,,1,2,1,1,1,Order,OD121021593628572000/12102159362857200,Stock reduced for shipped order OD121021593628572000/12102159362857200,
1402,08466-424,15-02-2021 17:54:07,Reduce Stock,Flipkart_smart fullfilment,,1,3,2,3,3,Order,OD221008685133725000/22100868513372500,Stock reduced for shipped order OD221008685133725000/22100868513372500,
1403,410176-BAJ-GX3-500W-MIX-GRN,15-02-2021 17:54:07,Reduce Stock,Flipkart_smart fullfilment,,1,10,9,4,4,Order,OD121006124469935000/12100612446993500,Stock reduced for shipped order OD121006124469935000/12100612446993500,
1404,08466-424,15-02-2021 17:54:07,Reduce Stock,Flipkart_smart fullfilment,,1,2,1,3,3,Order,OD121009191652642000/12100919165264200,Stock reduced for shipped order OD121009191652642000/12100919165264200,
1405,410176-BAJ-GX3-500W-MIX-GRN,15-02-2021 17:54:07,Reduce Stock,Flipkart_smart fullfilment,,1,9,8,4,4,Order,OD121009268023109000/12100926802310900,Stock reduced for shipped order OD121009268023109000/12100926802310900,
1406,08466-424,15-02-2021 17:54:11,Reduce Stock,Flipkart_smart fullfilment,,1,1,0,3,3,Order,OD121015212413334000/12101521241333400,Stock reduced for shipped order OD121015212413334000/12101521241333400,
1407,BAJ-MIX-GRD-REX-500W,15-02-2021 17:54:11,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,34,34,Order,OD221015182063753000/22101518206375300,Stock reduced for shipped order OD221015182063753000/22101518206375300,
1408,08466-424,15-02-2021 17:54:11,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,3,3,Order,OD221015856179429000/22101585617942900,Stock reduced for shipped order OD221015856179429000/22101585617942900,
1409,08466-424,15-02-2021 17:54:11,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,3,3,Order,OD121012724062023000/12101272406202300,Stock reduced for shipped order OD121012724062023000/12101272406202300,
1410,08466-424,15-02-2021 17:54:11,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,3,3,Order,OD121014013793802000/12101401379380200,Stock reduced for shipped order OD121014013793802000/12101401379380200,
1411,08466-424,15-02-2021 17:54:11,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,3,3,Order,OD121013780152921000/12101378015292100,Stock reduced for shipped order OD121013780152921000/12101378015292100,
1412,08466-424,15-02-2021 17:54:11,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,3,3,Order,OD121012681478573000/12101268147857300,Stock reduced for shipped order OD121012681478573000/12101268147857300,
1413,08466-424,15-02-2021 17:54:12,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,3,3,Order,OD121013137699913000/12101313769991300,Stock reduced for shipped order OD121013137699913000/12101313769991300,
1414,BAJ-MIX-GRD-REX-500W,15-02-2021 17:54:12,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,34,34,Order,OD121013502579985000/12101350257998500,Stock reduced for shipped order OD121013502579985000/12101350257998500,
1415,08466-424,15-02-2021 17:54:14,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,3,3,Order,OD121021530686175000/12102153068617500,Stock reduced for shipped order OD121021530686175000/12102153068617500,
1416,BAJ-MIX-GRD-REX-500W,15-02-2021 17:54:15,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,34,34,Order,OD121021565808935000/12102156580893500,Stock reduced for shipped order OD121021565808935000/12102156580893500,
1417,BAJ-MIX-GRD-REX-500W,15-02-2021 17:54:15,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,34,34,Order,OD121021292707022000/12102129270702200,Stock reduced for shipped order OD121021292707022000/12102129270702200,
1418,08466-424,15-02-2021 17:54:15,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,3,3,Order,OD121020613501562000/12102061350156200,Stock reduced for shipped order OD121020613501562000/12102061350156200,
1419,BAJ-MIX-GRD-REX-500W,15-02-2021 17:54:15,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,34,34,Order,OD121018616773921000/12101861677392100,Stock reduced for shipped order OD121018616773921000/12101861677392100,
1420,BAJ-MIX-GRD-REX-500W,15-02-2021 17:54:18,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,34,34,Order,OD221013706948925000/22101370694892500,Stock reduced for shipped order OD221013706948925000/22101370694892500,
1421,BAJ-MIX-GRD-REX-500W,15-02-2021 17:54:18,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,34,34,Order,OD121013644148532000/12101364414853200,Stock reduced for shipped order OD121013644148532000/12101364414853200,
1422,08466-424,15-02-2021 17:54:18,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,3,3,Order,OD221021842099321000/22102184209932100,Stock reduced for shipped order OD221021842099321000/22102184209932100,
1423,BAJ-MIX-GRD-REX-500W,15-02-2021 17:54:18,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,34,34,Order,OD121021733680467000/12102173368046700,Stock reduced for shipped order OD121021733680467000/12102173368046700,
1424,08466-424,15-02-2021 17:54:24,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,3,3,Order,OD121007932664937000/12100793266493700,Stock reduced for shipped order OD121007932664937000/12100793266493700,
1425,410167-BAJ-GLO-500W-MIX-GRN,15-02-2021 17:54:25,Reduce Stock,Flipkart_smart fullfilment,,1,3,2,21,21,Order,OD121006733017239000/12100673301723900,Stock reduced for shipped order OD121006733017239000/12100673301723900,
1426,08466-424,15-02-2021 17:54:25,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,3,3,Order,OD121004992422982000/12100499242298200,Stock reduced for shipped order OD121004992422982000/12100499242298200,
1427,08466-424,15-02-2021 17:54:25,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,3,3,Order,OD221005320298555000/22100532029855500,Stock reduced for shipped order OD221005320298555000/22100532029855500,
1428,08466-424,15-02-2021 17:54:25,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,3,3,Order,OD221005954634738000/22100595463473800,Stock reduced for shipped order OD221005954634738000/22100595463473800,
1429,410167-BAJ-GLO-500W-MIX-GRN,15-02-2021 17:54:25,Reduce Stock,Flipkart_smart fullfilment,,1,2,1,21,21,Order,OD121004780616229000/12100478061622900,Stock reduced for shipped order OD121004780616229000/12100478061622900,
1430,05640-2224,15-02-2021 17:54:25,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,0,0,Order,OD121016218761564000/12101621876156400,Stock reduced for shipped order OD121016218761564000/12101621876156400,
1431,08466-424,15-02-2021 17:54:25,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,3,3,Order,OD121017430765207000/12101743076520700,Stock reduced for shipped order OD121017430765207000/12101743076520700,
1432,08466-424,15-02-2021 17:54:26,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,3,3,Order,OD121017705097519000/12101770509751900,Stock reduced for shipped order OD121017705097519000/12101770509751900,
1433,410167-BAJ-GLO-500W-MIX-GRN,16-02-2021 02:30:06,Stock Blocked,Flipkart_smart fullfilment,,1,1,1,21,21,Order,OD121026275538325000/12102627553832500,Stock blocked for new order OD121026275538325000/12102627553832500,
1434,08466-424,16-02-2021 02:30:06,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,3,3,Order,OD121029646532259000/12102964653225900,Stock blocked for new order OD121029646532259000/12102964653225900,
1435,08466-424,16-02-2021 02:30:06,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,3,3,Order,OD121026026770803000/12102602677080300,Stock blocked for new order OD121026026770803000/12102602677080300,
1436,410176-BAJ-GX3-500W-MIX-GRN,16-02-2021 04:30:45,Stock Blocked,Flipkart_smart fullfilment,,1,8,8,4,4,Order,OD121030486996072000/12103048699607200,Stock blocked for new order OD121030486996072000/12103048699607200,
1437,HTC-CT-103-Hai-Clip-Wht,16-02-2021 07:05:18,Add Stock,All defective,,1,1,2,0,0,GRN,GRN19549,Stock added for grn GRN19549,akshayjoshi5423@gmail.com
1438,Maha-Wht-Jmg-Oda-Plus-Mix-450,16-02-2021 07:05:18,Add Stock,All defective,,3,9,12,0,0,GRN,GRN19549,Stock added for grn GRN19549,akshayjoshi5423@gmail.com
1439,410167-BAJ-GLO-500W-MIX-GRN,16-02-2021 07:05:18,Add Stock,All defective,,1,0,1,0,0,GRN,GRN19549,Stock added for grn GRN19549,akshayjoshi5423@gmail.com
1440,TJ-Y8GX-QVM3,16-02-2021 07:05:18,Add Stock,All defective,,1,5,6,0,0,GRN,GRN19549,Stock added for grn GRN19549,akshayjoshi5423@gmail.com
1441,Wahl-9243-4724,16-02-2021 07:05:18,Add Stock,All defective,,1,1,2,0,0,GRN,GRN19549,Stock added for grn GRN19549,akshayjoshi5423@gmail.com
1442,05604-024,16-02-2021 08:20:03,Return Stock,Flipkart_smart fullfilment,,1,1,2,0,0,Sales Return,RTN257273,Stock returned for sales return RTN257273,akshayjoshi5423@gmail.com
1443,08466-424,16-02-2021 08:24:03,Return Stock,Flipkart_smart fullfilment,,1,0,1,3,3,Sales Return,RTN257274,Stock returned for sales return RTN257274,akshayjoshi5423@gmail.com
1444,08466-424,16-02-2021 08:26:25,Return Stock,Flipkart_smart fullfilment,,1,1,2,3,3,Sales Return,RTN257275,Stock returned for sales return RTN257275,akshayjoshi5423@gmail.com
1445,08466-424,16-02-2021 08:48:03,Return Damaged Stock,Flipkart_smart fullfilment,,1,2,2,3,4,Sales Return,RTN257276,Damaged stock added for sales return RTN257276,akshayjoshi5423@gmail.com
1446,08466-424,16-02-2021 08:56:44,Return Stock,Flipkart_smart fullfilment,,1,2,3,4,4,Sales Return,RTN257277,Stock returned for sales return RTN257277,akshayjoshi5423@gmail.com
1447,BAJ-MIX-GRD-REX-500W,16-02-2021 08:59:49,Return Stock,Flipkart_smart fullfilment,,1,0,1,34,34,Sales Return,RTN257278,Stock returned for sales return RTN257278,akshayjoshi5423@gmail.com
1448,410176-BAJ-GX3-500W-MIX-GRN,16-02-2021 09:00:05,Stock Blocked,Flipkart_smart fullfilment,,1,8,8,4,4,Order,OD120993952755758000/12099395275575801,Stock blocked for new order OD120993952755758000/12099395275575801,
1449,08466-424,16-02-2021 09:00:05,Stock Blocked,Flipkart_smart fullfilment,,1,3,3,4,4,Order,OD121031298748026000/12103129874802600,Stock blocked for new order OD121031298748026000/12103129874802600,
1450,BAJ-MIX-GRD-REX-500W,16-02-2021 09:01:44,Return Stock,Flipkart_smart fullfilment,,1,1,2,34,34,Sales Return,RTN257279,Stock returned for sales return RTN257279,akshayjoshi5423@gmail.com
1451,410176-BAJ-GX3-500W-MIX-GRN,16-02-2021 09:05:15,Return Stock,Flipkart_smart fullfilment,,1,8,9,4,4,Sales Return,RTN257280,Stock returned for sales return RTN257280,akshayjoshi5423@gmail.com
1452,Pan-OTG-38-Lit-NB-H3800,16-02-2021 09:39:15,Stock Blocked,All defective,,1,1,1,0,0,Order,Offline Sale00003577,Stock blocked for new order Offline Sale00003577,akshayjoshi5423@gmail.com
1453,Pan-OTG-38-Lit-NB-H3800,16-02-2021 09:39:50,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003577,Stock reduced for shipped order Offline Sale00003577,akshayjoshi5423@gmail.com
1454,BAJ-MIX-GRD-REX-500W,16-02-2021 09:51:00,Return Stock,Flipkart_smart fullfilment,,1,2,3,34,34,Sales Return,RTN257282,Stock returned for sales return RTN257282,akshayjoshi5423@gmail.com
1455,LG-SS-Pre-Cok-3-Lit,16-02-2021 09:57:02,Add Stock,All defective,,1,0,1,0,0,GRN,GRN19550,Stock added for grn GRN19550,akshayjoshi5423@gmail.com
1456,Eureka-forbes-dx-1200w-vacuum,16-02-2021 09:57:02,Add Stock,All defective,,1,32,33,0,0,GRN,GRN19550,Stock added for grn GRN19550,akshayjoshi5423@gmail.com
1457,1558,16-02-2021 09:57:03,Add Stock,All defective,,1,9,10,0,0,GRN,GRN19550,Stock added for grn GRN19550,akshayjoshi5423@gmail.com
1458,150768,16-02-2021 10:02:00,Add Stock,All defective,,1,2,3,0,0,GRN,GRN19551,Stock added for grn GRN19551,akshayjoshi5423@gmail.com
1459,wond-roy-set-5,16-02-2021 10:02:00,Add Stock,All defective,,1,0,1,0,0,GRN,GRN19551,Stock added for grn GRN19551,akshayjoshi5423@gmail.com
1460,Sys-HT800-Blk,16-02-2021 10:02:00,Add Stock,All defective,,1,17,18,0,0,GRN,GRN19551,Stock added for grn GRN19551,akshayjoshi5423@gmail.com
1461,1241,16-02-2021 10:02:00,Add Stock,All defective,,2,0,2,0,0,GRN,GRN19551,Stock added for grn GRN19551,akshayjoshi5423@gmail.com
1462,11055,16-02-2021 10:02:00,Add Stock,All defective,,1,0,1,0,0,GRN,GRN19551,Stock added for grn GRN19551,akshayjoshi5423@gmail.com
1463,Usha-Ind-Cook-Top-3820-Blk,16-02-2021 10:02:00,Add Stock,All defective,,1,0,1,0,0,GRN,GRN19551,Stock added for grn GRN19551,akshayjoshi5423@gmail.com
1464,1171,16-02-2021 10:27:51,Add Stock,All defective,,3,1,4,0,0,GRN,GRN19552,Stock added for grn GRN19552,akshayjoshi5423@gmail.com
1465,1171,16-02-2021 10:29:56,Stock Blocked,All defective,,1,4,4,0,0,Order,Offline Sale00003578,Stock blocked for new order Offline Sale00003578,akshayjoshi5423@gmail.com
1466,1171,16-02-2021 10:30:31,Reduce Stock,All defective,,1,4,3,0,0,Order,Offline Sale00003578,Stock reduced for shipped order Offline Sale00003578,akshayjoshi5423@gmail.com
1467,08466-424,16-02-2021 13:00:06,Stock Blocked,Flipkart_smart fullfilment,,1,3,3,4,4,Order,OD121033347778405000/12103334777840500,Stock blocked for new order OD121033347778405000/12103334777840500,
1468,baj-Mx-35-Steam-Iron-Blk,16-02-2021 13:57:05,Add Stock,All defective,,1,0,1,0,0,GRN,GRN19553,Stock added for grn GRN19553,akshayjoshi5423@gmail.com
1469,Real-buds-air-neo-blu-tru-wir-hea-Wht,16-02-2021 13:57:05,Add Stock,All defective,,2,9,11,0,0,GRN,GRN19553,Stock added for grn GRN19553,akshayjoshi5423@gmail.com
1470,BAJ-MIX-GRD-REX-500W,16-02-2021 14:00:08,Stock Blocked,Flipkart_smart fullfilment,,1,3,3,34,34,Order,OD121033822243955000/12103382224395500,Stock blocked for new order OD121033822243955000/12103382224395500,
1471,Eureak-Fob-Amaze-7L-Water-Purifier,16-02-2021 14:29:12,Stock Blocked,All defective,,1,4,4,0,0,Order,Offline Sale00003579,Stock blocked for new order Offline Sale00003579,akshayjoshi5423@gmail.com
1472,Eureak-Fob-Amaze-7L-Water-Purifier,16-02-2021 14:29:46,Reduce Stock,All defective,,1,4,3,0,0,Order,Offline Sale00003579,Stock reduced for shipped order Offline Sale00003579,akshayjoshi5423@gmail.com
1473,1319,16-02-2021 14:38:54,Stock Blocked,All defective,,3,3,3,0,0,Order,Offline Sale00003580,Stock blocked for new order Offline Sale00003580,akshayjoshi5423@gmail.com
1474,11055,16-02-2021 14:38:54,Stock Blocked,All defective,,1,1,1,0,0,Order,Offline Sale00003580,Stock blocked for new order Offline Sale00003580,akshayjoshi5423@gmail.com
1475,wond-roy-set-5,16-02-2021 14:38:54,Stock Blocked,All defective,,1,1,1,0,0,Order,Offline Sale00003580,Stock blocked for new order Offline Sale00003580,akshayjoshi5423@gmail.com
1476,Pano-MX-AC400_550W-Sup-Mix-4Jar-Black,16-02-2021 14:38:54,Stock Blocked,All defective,,2,4,4,0,0,Order,Offline Sale00003580,Stock blocked for new order Offline Sale00003580,akshayjoshi5423@gmail.com
1477,150768,16-02-2021 14:38:54,Stock Blocked,All defective,,1,3,3,0,0,Order,Offline Sale00003580,Stock blocked for new order Offline Sale00003580,akshayjoshi5423@gmail.com
1478,Sys-HT800-Blk,16-02-2021 14:38:54,Stock Blocked,All defective,,1,18,18,0,0,Order,Offline Sale00003580,Stock blocked for new order Offline Sale00003580,akshayjoshi5423@gmail.com
